age,gender,education,income,sirius,wharton,worktime
27,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,34
28,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,19
24,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,29
22,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
46,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,38
56,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,33
65,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,32
56,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,48
22,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
39,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,37
